Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
239	10:14:13	10:14:13	10:14:14	10:14:14	10:15:53	10:15:53			10:15:55	10:15:55	10:16:06	10:16:06	10:24:35	10:24:35	10:24:37	10:24:37	10:24:38	10:24:38			10:24:48	10:24:48		00:00:01	00:01:38		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:10	00:10:35
240	10:24:49	10:24:49	10:24:50	10:24:50	10:26:27	10:26:27			10:26:30	10:26:30	10:26:40	10:26:40	10:35:11	10:35:11	10:35:13	10:35:13	10:35:14	10:35:14	10:35:14	10:35:14	10:36:57	10:36:57		00:00:01	00:01:37		00:00:02	00:00:10	00:08:30	00:00:02	00:00:00	00:00:00	00:01:43	00:12:08
241	10:36:58	10:36:58	10:36:59	10:36:59	10:38:41	10:38:41			10:38:43	10:38:43	10:38:53	10:38:53	10:47:25	10:47:25	10:47:28	10:47:28	10:47:28	10:47:28			10:47:39	10:47:39		00:00:01	00:01:41		00:00:02	00:00:10	00:08:32	00:00:02	00:00:00		00:00:10	00:10:40
242	10:47:39	10:47:39	10:47:40	10:47:40	10:49:20	10:49:20			10:49:22	10:49:22	10:49:32	10:49:32	10:57:56	10:57:56	10:57:57	10:57:57	10:57:58	10:57:58			10:58:06	10:58:06		00:00:00	00:01:39		00:00:02	00:00:10	00:08:23	00:00:01	00:00:00		00:00:08	00:10:27
243	10:58:07	10:58:07	10:58:08	10:58:08	10:59:47	10:59:47			10:59:49	10:59:49	10:59:59	10:59:59	11:08:23	11:08:23	11:08:25	11:08:25	11:08:26	11:08:26			11:08:35	11:08:35		00:00:00	00:01:39		00:00:02	00:00:10	00:08:23	00:00:02	00:00:00		00:00:09	00:10:28
244	11:08:36	11:08:36	11:08:36	11:08:36	11:10:14	11:10:14			11:10:17	11:10:17	11:10:28	11:10:28	11:19:04	11:19:04	11:19:06	11:19:06	11:19:07	11:19:07			11:19:16	11:19:16		00:00:00	00:01:37		00:00:02	00:00:11	00:08:35	00:00:02	00:00:00		00:00:09	00:10:40
245	11:19:16	11:19:16	11:19:17	11:19:17	11:20:56	11:20:56			11:20:58	11:20:58	11:21:08	11:21:08	11:29:45	11:29:45	11:29:48	11:29:48	11:29:49	11:29:49			11:29:58	11:29:58		00:00:00	00:01:38		00:00:02	00:00:10	00:08:36	00:00:03	00:00:00		00:00:08	00:10:41
246	11:29:58	11:29:58	11:29:59	11:29:59	11:31:37	11:31:37			11:31:40	11:31:40	11:31:50	11:31:50	11:40:16	11:40:16	11:40:18	11:40:18	11:40:18	11:40:18			11:40:28	11:40:28		00:00:00	00:01:38		00:00:02	00:00:10	00:08:25	00:00:02	00:00:00		00:00:09	00:10:30
247	11:40:29	11:40:29	11:40:30	11:40:30	11:42:05	11:42:05			11:42:07	11:42:07	11:42:17	11:42:17	11:50:46	11:50:46	11:50:48	11:50:48	11:50:49	11:50:49			11:50:58	11:50:58		00:00:00	00:01:34		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:09	00:10:29
248	11:50:59	11:50:59	11:51:00	11:51:00	11:52:39	11:52:39			11:52:42	11:52:42	11:52:51	11:52:51	12:01:19	12:01:19	12:01:21	12:01:21	12:01:22	12:01:22			12:01:32	12:01:32		00:00:01	00:01:39		00:00:02	00:00:09	00:08:27	00:00:02	00:00:00		00:00:10	00:10:33
249	12:01:32	12:01:32	12:01:33	12:01:33	12:03:09	12:03:09			12:03:12	12:03:12	12:03:22	12:03:22	12:11:54	12:11:54	12:11:56	12:11:56	12:11:56	12:11:56			12:12:06	12:12:06		00:00:00	00:01:35		00:00:02	00:00:10	00:08:31	00:00:02	00:00:00		00:00:09	00:10:33
250	12:12:06	12:12:06	12:12:08	12:12:08	12:13:46	12:13:46	12:13:46	12:19:22	12:19:23	12:19:23	12:19:31	12:19:31	12:32:16	12:32:16	12:32:18	12:32:18	12:32:19	12:32:19	12:32:19	12:32:19	12:34:03	12:34:03		00:00:01	00:01:38	00:05:35	00:05:37	00:00:07	00:12:45	00:00:02	00:00:00	00:00:00	00:01:44	00:21:56
251	12:34:03	12:34:03	12:34:04	12:34:04	12:35:46	12:35:46			12:35:48	12:35:48	12:35:58	12:35:58	12:44:19	12:44:19	12:44:21	12:44:21	12:44:22	12:44:22			12:44:31	12:44:31		00:00:01	00:01:41		00:00:02	00:00:09	00:08:21	00:00:02	00:00:00		00:00:08	00:10:27
252	12:44:31	12:44:31	12:44:32	12:44:32	12:46:09	12:46:09			12:46:12	12:46:12	12:46:22	12:46:22	12:54:51	12:54:51	12:54:53	12:54:53	12:54:53	12:54:53			12:55:03	12:55:03		00:00:00	00:01:37		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:09	00:10:31
253	12:55:03	12:55:03	12:55:04	12:55:04	12:56:43	12:56:43			12:56:45	12:56:45	12:56:56	12:56:56	13:05:21	13:05:21	13:05:23	13:05:23	13:05:24	13:05:24			13:05:33	13:05:33		00:00:00	00:01:38		00:00:02	00:00:10	00:08:24	00:00:02	00:00:00		00:00:09	00:10:30
254	13:05:34	13:05:34	13:05:36	13:05:36	13:07:13	13:07:13			13:07:15	13:07:15	13:07:26	13:07:26	13:16:02	13:16:02	13:16:04	13:16:04	13:16:05	13:16:05			13:16:14	13:16:14		00:00:02	00:01:36		00:00:02	00:00:10	00:08:36	00:00:02	00:00:00		00:00:09	00:10:40
255	13:16:14	13:16:14	13:16:18	13:16:18	13:17:58	13:17:58			13:18:00	13:18:00	13:18:08	13:18:08	13:27:01	13:27:01	13:27:03	13:27:03	13:27:04	13:27:04			13:27:13	13:27:13		00:00:03	00:01:40		00:00:01	00:00:07	00:08:52	00:00:02	00:00:01		00:00:08	00:10:58
256	13:27:13	13:27:13	13:27:14	13:27:14	13:28:56	13:28:56			13:28:58	13:28:58	13:29:08	13:29:08	13:37:32	13:37:32	13:37:35	13:37:35	13:37:35	13:37:35			13:37:44	13:37:44		00:00:01	00:01:41		00:00:02	00:00:10	00:08:24	00:00:02	00:00:00		00:00:09	00:10:30
257	13:37:45	13:37:45	13:37:46	13:37:46	13:39:26	13:39:26			13:39:28	13:39:28	13:39:38	13:39:38	13:48:08	13:48:08	13:48:10	13:48:10	13:48:11	13:48:11			13:48:20	13:48:20		00:00:00	00:01:40		00:00:02	00:00:09	00:08:30	00:00:01	00:00:00		00:00:09	00:10:35
258	13:48:21	13:48:21	13:48:23	13:48:23	13:50:00	13:50:00			13:50:03	13:50:03	13:50:13	13:50:13	13:58:37	13:58:37	13:58:40	13:58:40	13:58:41	13:58:41			13:58:51	13:58:51		00:00:02	00:01:37		00:00:02	00:00:10	00:08:23	00:00:03	00:00:00		00:00:09	00:10:30
259	13:58:51	13:58:51	13:58:52	13:58:52	14:00:31	14:00:31			14:00:33	14:00:33	14:00:43	14:00:43	14:09:13	14:09:13	14:09:16	14:09:16	14:09:17	14:09:17			14:09:27	14:09:27		00:00:01	00:01:38		00:00:02	00:00:09	00:08:30	00:00:02	00:00:00		00:00:09	00:10:35
260	14:09:27	14:09:27	14:09:28	14:09:28	14:11:07	14:11:07			14:11:09	14:11:09	14:11:21	14:11:21	14:19:57	14:19:57	14:20:00	14:20:00	14:20:01	14:20:01	14:20:01	14:20:01	14:21:46	14:21:46		00:00:01	00:01:39		00:00:02	00:00:11	00:08:35	00:00:03	00:00:00	00:00:00	00:01:44	00:12:18
261	14:21:46	14:21:46	14:21:47	14:21:47	14:23:25	14:23:25			14:23:27	14:23:27	14:23:38	14:23:38	14:32:12	14:32:12	14:32:14	14:32:14	14:32:15	14:32:15			14:32:23	14:32:23		00:00:01	00:01:37		00:00:01	00:00:10	00:08:34	00:00:02	00:00:00		00:00:08	00:10:36
262	14:32:24	14:32:24	14:32:24	14:32:24	14:34:04	14:34:04			14:34:06	14:34:06	14:34:16	14:34:16	14:42:42	14:42:42	14:42:44	14:42:44	14:42:45	14:42:45			14:42:53	14:42:53		00:00:00	00:01:39		00:00:02	00:00:10	00:08:25	00:00:02	00:00:00		00:00:08	00:10:29
263	14:42:53	14:42:53	14:42:54	14:42:54	14:44:39	14:44:39			14:44:41	14:44:41	14:44:51	14:44:51	14:53:21	14:53:21	14:53:23	14:53:23	14:53:23	14:53:23			14:53:33	14:53:33		00:00:00	00:01:44		00:00:02	00:00:10	00:08:29	00:00:01	00:00:00		00:00:09	00:10:39
264	14:53:33	14:53:33	14:53:34	14:53:34	14:55:13	14:55:13			14:55:15	14:55:15	14:55:26	14:55:26	15:03:57	15:03:57	15:04:00	15:04:00	15:04:00	15:04:00			15:04:10	15:04:10		00:00:00	00:01:38		00:00:02	00:00:10	00:08:31	00:00:02	00:00:00		00:00:09	00:10:36
265	15:04:10	15:04:10	15:04:11	15:04:11	15:05:50	15:05:50			15:05:53	15:05:53	15:06:03	15:06:03	15:14:33	15:14:33	15:14:37	15:14:37	15:14:37	15:14:37			15:14:46	15:14:46		00:00:00	00:01:39		00:00:02	00:00:10	00:08:30	00:00:03	00:00:00		00:00:08	00:10:35
266	15:14:46	15:14:46	15:14:47	15:14:47	15:16:23	15:16:23			15:16:25	15:16:25	15:16:36	15:16:36	15:25:10	15:25:10	15:25:13	15:25:13	15:25:14	15:25:14			15:25:24	15:25:24		00:00:00	00:01:35		00:00:02	00:00:10	00:08:34	00:00:02	00:00:00		00:00:09	00:10:37
267	15:25:24	15:25:24	15:25:25	15:25:25	15:27:07	15:27:07			15:27:09	15:27:09	15:27:20	15:27:20	15:35:55	15:35:55	15:35:58	15:35:58	15:35:59	15:35:59			15:36:08	15:36:08		00:00:00	00:01:41		00:00:02	00:00:10	00:08:35	00:00:02	00:00:00		00:00:09	00:10:44
268	15:36:08	15:36:08	15:36:09	15:36:09	15:37:48	15:37:48			15:37:50	15:37:50	15:38:01	15:38:01	15:46:29	15:46:29	15:46:31	15:46:31	15:46:32	15:46:32			15:46:41	15:46:41		00:00:00	00:01:38		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:09	00:10:32
269	15:46:42	15:46:42	15:46:43	15:46:43	15:48:15	15:48:15			15:48:18	15:48:18	15:48:28	15:48:28	15:57:04	15:57:04	15:57:06	15:57:06	15:57:07	15:57:07			15:57:17	15:57:17		00:00:00	00:01:32		00:00:02	00:00:10	00:08:36	00:00:02	00:00:00		00:00:10	00:10:35
270	15:57:18	15:57:18	15:57:19	15:57:19	15:58:55	15:58:55			15:58:57	15:58:57	15:59:08	15:59:08	16:07:31	16:07:31	16:07:33	16:07:33	16:07:34	16:07:34	16:07:34	16:07:34	16:09:17	16:09:17		00:00:01	00:01:35		00:00:02	00:00:10	00:08:23	00:00:02	00:00:00	00:00:00	00:01:43	00:11:59
271	16:09:18	16:09:18	16:09:19	16:09:19	16:10:56	16:10:56			16:10:59	16:10:59	16:11:10	16:11:10	16:19:40	16:19:40	16:19:42	16:19:42	16:19:42	16:19:42			16:19:52	16:19:52		00:00:01	00:01:37		00:00:02	00:00:11	00:08:29	00:00:02	00:00:00		00:00:09	00:10:33
272	16:19:52	16:19:52	16:19:53	16:19:53	16:21:33	16:21:33			16:21:35	16:21:35	16:21:45	16:21:45	16:30:09	16:30:09	16:30:11	16:30:11	16:30:12	16:30:12			16:30:21	16:30:21		00:00:01	00:01:39		00:00:02	00:00:09	00:08:24	00:00:02	00:00:00		00:00:09	00:10:29
273	16:30:22	16:30:22	16:30:23	16:30:23	16:32:02	16:32:02			16:32:04	16:32:04	16:32:15	16:32:15	16:40:44	16:40:44	16:40:46	16:40:46	16:40:47	16:40:47			16:40:57	16:40:57		00:00:00	00:01:39		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:09	00:10:34
274	16:40:57	16:40:57	16:40:58	16:40:58	16:42:36	16:42:36			16:42:39	16:42:39	16:42:49	16:42:49	16:51:33	16:51:33	16:51:35	16:51:35	16:51:36	16:51:36			16:51:45	16:51:45		00:00:00	00:01:38		00:00:02	00:00:10	00:08:43	00:00:02	00:00:00		00:00:08	00:10:47
275	16:51:45	16:51:45	16:51:46	16:51:46	16:53:25	16:53:25			16:53:27	16:53:27	16:53:37	16:53:37	17:02:18	17:02:18	17:02:20	17:02:20	17:02:21	17:02:21			17:02:30	17:02:30		00:00:00	00:01:38		00:00:02	00:00:09	00:08:40	00:00:02	00:00:00		00:00:09	00:10:44
276	17:02:30	17:02:30	17:02:31	17:02:31	17:04:12	17:04:12			17:04:14	17:04:14	17:04:24	17:04:24	17:13:00	17:13:00	17:13:02	17:13:02	17:13:03	17:13:03			17:13:13	17:13:13		00:00:00	00:01:40		00:00:02	00:00:10	00:08:36	00:00:02	00:00:00		00:00:09	00:10:42
277	17:13:13	17:13:13	17:13:14	17:13:14	17:14:53	17:14:53			17:14:55	17:14:55	17:15:05	17:15:05	17:23:37	17:23:37	17:23:38	17:23:38	17:23:39	17:23:39			17:23:49	17:23:49		00:00:00	00:01:38		00:00:02	00:00:09	00:08:31	00:00:01	00:00:00		00:00:10	00:10:36
278	17:23:50	17:23:50	17:23:51	17:23:51	17:25:29	17:25:29			17:25:31	17:25:31	17:25:41	17:25:41	17:34:14	17:34:14	17:34:16	17:34:16	17:34:17	17:34:17			17:34:28	17:34:28		00:00:00	00:01:37		00:00:02	00:00:10	00:08:32	00:00:02	00:00:00		00:00:10	00:10:38
279	17:34:28	17:34:28	17:34:30	17:34:30	17:36:09	17:36:09			17:36:12	17:36:12	17:36:23	17:36:23	17:44:52	17:44:52	17:44:54	17:44:54	17:44:55	17:44:55			17:45:05	17:45:05		00:00:01	00:01:39		00:00:02	00:00:11	00:08:28	00:00:02	00:00:00		00:00:09	00:10:36
280	17:45:05	17:45:05	17:45:06	17:45:06	17:46:47	17:46:47			17:46:49	17:46:49	17:46:59	17:46:59	17:55:38	17:55:38	17:55:42	17:55:42	17:55:43	17:55:43	17:55:43	17:55:43	17:57:21	17:57:21		00:00:00	00:01:40		00:00:02	00:00:09	00:08:38	00:00:04	00:00:00	00:00:00	00:01:38	00:12:15
281	17:57:21	17:57:21	17:57:22	17:57:22	17:59:06	17:59:06			17:59:09	17:59:09	17:59:17	17:59:17	18:07:53	18:07:53	18:07:56	18:07:56	18:07:56	18:07:56			18:08:06	18:08:06		00:00:01	00:01:43		00:00:02	00:00:08	00:08:36	00:00:02	00:00:00		00:00:09	00:10:44
282	18:08:06	18:08:06	18:08:07	18:08:07	18:09:43	18:09:43			18:09:45	18:09:45	18:09:53	18:09:53	18:18:27	18:18:27	18:18:30	18:18:30	18:18:31	18:18:31			18:18:40	18:18:40		00:00:01	00:01:36		00:00:01	00:00:07	00:08:34	00:00:02	00:00:00		00:00:09	00:10:34
283	18:18:40	18:18:40	18:18:42	18:18:42	18:20:25	18:20:25			18:20:26	18:20:26	18:20:34	18:20:34	18:29:23	18:29:23	18:29:26	18:29:26	18:29:27	18:29:27			18:29:37	18:29:37		00:00:01	00:01:43		00:00:01	00:00:07	00:08:49	00:00:02	00:00:00		00:00:10	00:10:56
284	18:29:37	18:29:37	18:29:38	18:29:38	18:31:19	18:31:19			18:31:20	18:31:20	18:31:28	18:31:28	18:40:21	18:40:21	18:40:23	18:40:23	18:40:24	18:40:24			18:40:33	18:40:33		00:00:00	00:01:40		00:00:01	00:00:07	00:08:53	00:00:02	00:00:00		00:00:09	00:10:55
285	18:40:33	18:40:33	18:40:34	18:40:34	18:42:16	18:42:16			18:42:18	18:42:18	18:42:28	18:42:28	18:51:05	18:51:05	18:51:07	18:51:07	18:51:08	18:51:08			18:51:17	18:51:17		00:00:00	00:01:41		00:00:02	00:00:10	00:08:36	00:00:02	00:00:00		00:00:09	00:10:43
286	18:51:17	18:51:17	18:51:18	18:51:18	18:52:54	18:52:54			18:52:56	18:52:56	18:53:08	18:53:08	19:01:42	19:01:42	19:01:46	19:01:46	19:01:46	19:01:46			19:01:56	19:01:56		00:00:00	00:01:35		00:00:02	00:00:11	00:08:34	00:00:03	00:00:00		00:00:09	00:10:38
287	19:01:56	19:01:56	19:01:57	19:01:57	19:03:33	19:03:33			19:03:35	19:03:35	19:03:46	19:03:46	19:12:23	19:12:23	19:12:25	19:12:25	19:12:26	19:12:26			19:12:36	19:12:36		00:00:01	00:01:35		00:00:02	00:00:10	00:08:37	00:00:02	00:00:00		00:00:09	00:10:40
288	19:12:36	19:12:36	19:12:37	19:12:37	19:14:19	19:14:19			19:14:21	19:14:21	19:14:30	19:14:30	19:22:56	19:22:56	19:22:59	19:22:59	19:22:59	19:22:59			19:23:10	19:23:10		00:00:01	00:01:41		00:00:02	00:00:09	00:08:25	00:00:02	00:00:00		00:00:10	00:10:33
289	19:23:10	19:23:10	19:23:11	19:23:11	19:24:51	19:24:51			19:24:54	19:24:54	19:25:04	19:25:04	19:33:36	19:33:36	19:33:39	19:33:39	19:33:40	19:33:40			19:33:50	19:33:50		00:00:01	00:01:39		00:00:02	00:00:10	00:08:32	00:00:02	00:00:00		00:00:10	00:10:39
290	19:33:50	19:33:50	19:33:51	19:33:51	19:35:35	19:35:35			19:35:38	19:35:38	19:35:48	19:35:48	19:44:21	19:44:21	19:44:24	19:44:24	19:44:24	19:44:24	19:44:25	19:44:25	19:46:08	19:46:08		00:00:01	00:01:43		00:00:02	00:00:10	00:08:33	00:00:02	00:00:00	00:00:00	00:01:43	00:12:17
291	19:46:09	19:46:09	19:46:10	19:46:10	19:47:49	19:47:49			19:47:50	19:47:50	19:48:00	19:48:00	19:56:45	19:56:45	19:56:48	19:56:48	19:56:48	19:56:48			19:56:58	19:56:58		00:00:01	00:01:38		00:00:01	00:00:09	00:08:45	00:00:02	00:00:00		00:00:09	00:10:49
292	19:56:58	19:56:58	19:56:59	19:56:59	19:58:37	19:58:37			19:58:39	19:58:39	19:58:50	19:58:50	20:07:27	20:07:27	20:07:29	20:07:29	20:07:30	20:07:30			20:07:39	20:07:39		00:00:00	00:01:37		00:00:02	00:00:10	00:08:37	00:00:01	00:00:00		00:00:08	00:10:40
293	20:07:39	20:07:39	20:07:40	20:07:40	20:09:20	20:09:20			20:09:22	20:09:22	20:09:32	20:09:32	20:18:03	20:18:03	20:18:05	20:18:05	20:18:06	20:18:06			20:18:16	20:18:16		00:00:00	00:01:39		00:00:02	00:00:09	00:08:31	00:00:02	00:00:00		00:00:09	00:10:36
294	20:18:16	20:18:16	20:18:17	20:18:17	20:19:56	20:19:56			20:19:59	20:19:59	20:20:10	20:20:10	20:28:46	20:28:46	20:28:48	20:28:48	20:28:49	20:28:49			20:28:58	20:28:58		00:00:00	00:01:39		00:00:02	00:00:10	00:08:35	00:00:02	00:00:00		00:00:09	00:10:42
295	20:28:59	20:28:59	20:29:00	20:29:00	20:30:38	20:30:38			20:30:40	20:30:40	20:30:50	20:30:50	20:39:20	20:39:20	20:39:23	20:39:23	20:39:23	20:39:23			20:39:32	20:39:32		00:00:01	00:01:37		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:08	00:10:33
296	20:39:32	20:39:32	20:39:34	20:39:34	20:41:16	20:41:16			20:41:18	20:41:18	20:41:29	20:41:29	20:50:00	20:50:00	20:50:02	20:50:02	20:50:03	20:50:03			20:50:12	20:50:12		00:00:01	00:01:42		00:00:02	00:00:10	00:08:30	00:00:02	00:00:00		00:00:09	00:10:39
297	20:50:13	20:50:13	20:50:14	20:50:14	20:51:52	20:51:52			20:51:54	20:51:54	20:52:04	20:52:04	21:00:36	21:00:36	21:00:39	21:00:39	21:00:39	21:00:39			21:00:49	21:00:49		00:00:01	00:01:38		00:00:02	00:00:10	00:08:32	00:00:02	00:00:00		00:00:09	00:10:36
298	21:00:49	21:00:49	21:00:50	21:00:50	21:02:28	21:02:28			21:02:30	21:02:30	21:02:40	21:02:40	21:11:20	21:11:20	21:11:22	21:11:22	21:11:23	21:11:23			21:11:33	21:11:33		00:00:00	00:01:37		00:00:02	00:00:10	00:08:39	00:00:02	00:00:00		00:00:10	00:10:43
299	21:11:33	21:11:33	21:11:34	21:11:34	21:13:17	21:13:17			21:13:19	21:13:19	21:13:29	21:13:29	21:21:56	21:21:56	21:21:58	21:21:58	21:21:59	21:21:59			21:22:09	21:22:09		00:00:00	00:01:42		00:00:02	00:00:10	00:08:26	00:00:02	00:00:00		00:00:10	00:10:36
300	21:22:10	21:22:10	21:22:10	21:22:10	21:23:50	21:23:50	21:23:50	21:29:26	21:29:27	21:29:27	21:29:34	21:29:34	21:42:18	21:42:18	21:42:20	21:42:20	21:42:21	21:42:21	21:42:21	21:42:21	21:44:07	21:44:07		00:00:00	00:01:39	00:05:35	00:05:37	00:00:06	00:12:43	00:00:02	00:00:00	00:00:00	00:01:45	00:21:57
301	21:44:07	21:44:07	21:44:08	21:44:08	21:45:43	21:45:43			21:45:45	21:45:45	21:45:56	21:45:56	21:54:24	21:54:24	21:54:27	21:54:27	21:54:28	21:54:28			21:54:38	21:54:38		00:00:01	00:01:35		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:10	00:10:31
302	21:54:38	21:54:38	21:54:39	21:54:39	21:56:17	21:56:17			21:56:20	21:56:20	21:56:31	21:56:31	22:05:03	22:05:03	22:05:06	22:05:06	22:05:07	22:05:07			22:05:16	22:05:16		00:00:00	00:01:37		00:00:02	00:00:10	00:08:32	00:00:03	00:00:00		00:00:09	00:10:37
303	22:05:17	22:05:17	22:05:18	22:05:18	22:06:55	22:06:55			22:06:57	22:06:57	22:07:07	22:07:07	22:15:37	22:15:37	22:15:40	22:15:40	22:15:41	22:15:41			22:15:50	22:15:50		00:00:00	00:01:37		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:09	00:10:32
304	22:15:50	22:15:50	22:15:52	22:15:52	22:17:33	22:17:33			22:17:35	22:17:35	22:17:45	22:17:45	22:26:20	22:26:20	22:26:22	22:26:22	22:26:23	22:26:23			22:26:32	22:26:32		00:00:02	00:01:40		00:00:02	00:00:09	00:08:35	00:00:02	00:00:00		00:00:09	00:10:42
305	22:26:33	22:26:33	22:26:35	22:26:35	22:28:14	22:28:14			22:28:16	22:28:16	22:28:26	22:28:26	22:36:59	22:36:59	22:37:01	22:37:01	22:37:02	22:37:02			22:37:11	22:37:11		00:00:02	00:01:39		00:00:02	00:00:10	00:08:32	00:00:02	00:00:00		00:00:09	00:10:38
306	22:37:12	22:37:12	22:37:13	22:37:13	22:38:51	22:38:51			22:38:53	22:38:53	22:39:01	22:39:01	22:47:33	22:47:33	22:47:36	22:47:36	22:47:37	22:47:37			22:47:47	22:47:47		00:00:01	00:01:37		00:00:02	00:00:08	00:08:32	00:00:02	00:00:00		00:00:10	00:10:34
307	22:47:47	22:47:47	22:47:48	22:47:48	22:49:27	22:49:27			22:49:30	22:49:30	22:49:40	22:49:40	22:58:04	22:58:04	22:58:07	22:58:07	22:58:08	22:58:08			22:58:18	22:58:18		00:00:01	00:01:38		00:00:02	00:00:09	00:08:24	00:00:02	00:00:00		00:00:10	00:10:30
308	22:58:19	22:58:19	22:58:20	22:58:20	23:00:01	23:00:01			23:00:04	23:00:04	23:00:14	23:00:14	23:08:41	23:08:41	23:08:44	23:08:44	23:08:45	23:08:45			23:08:55	23:08:55		00:00:01	00:01:41		00:00:02	00:00:10	00:08:27	00:00:02	00:00:00		00:00:10	00:10:35
309	23:08:55	23:08:55	23:08:58	23:08:58	23:10:40	23:10:40			23:10:42	23:10:42	23:10:52	23:10:52	23:19:35	23:19:35	23:19:37	23:19:37	23:19:38	23:19:38			23:19:47	23:19:47		00:00:02	00:01:41		00:00:01	00:00:10	00:08:42	00:00:02	00:00:00		00:00:09	00:10:52
310	23:19:48	23:19:48	23:19:49	23:19:49	23:21:27	23:21:27			23:21:29	23:21:29	23:21:37	23:21:37	23:30:35	23:30:35	23:30:37	23:30:37	23:30:38	23:30:38	23:30:38	23:30:38	23:32:15	23:32:15		00:00:01	00:01:38		00:00:01	00:00:07	00:08:58	00:00:01	00:00:00	00:00:00	00:01:37	00:12:27
311	23:32:15	23:32:15	23:32:16	23:32:16	23:33:53	23:33:53			23:33:55	23:33:55	23:34:04	23:34:04	23:42:26	23:42:26	23:42:28	23:42:28	23:42:28	23:42:28			23:42:38	23:42:38		00:00:01	00:01:36		00:00:01	00:00:08	00:08:21	00:00:02	00:00:00		00:00:09	00:10:22
312	23:42:39	23:42:39	23:42:40	23:42:40	23:44:18	23:44:18			23:44:21	23:44:21	23:44:32	23:44:32	23:53:00	23:53:00	23:53:02	23:53:02	23:53:03	23:53:03			23:53:13	23:53:13		00:00:01	00:01:38		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:10	00:10:34
313	23:53:14	23:53:14	23:53:15	23:53:15	23:54:51	23:54:51			23:54:54	23:54:54	23:55:06	23:55:06	00:03:35	00:03:35	00:03:38	00:03:38	00:03:39	00:03:39			00:03:48	00:03:48		00:00:01	00:01:36		00:00:02	00:00:11	00:08:29	00:00:02	00:00:00		00:00:09	00:10:34
314	00:03:49	00:03:49	00:03:50	00:03:50	00:05:26	00:05:26			00:05:28	00:05:28	00:05:38	00:05:38	00:14:07	00:14:07	00:14:09	00:14:09	00:14:10	00:14:10			00:14:19	00:14:19		00:00:01	00:01:36		00:00:02	00:00:10	00:08:28	00:00:02	00:00:00		00:00:09	00:10:30
315	00:14:19	00:14:19	00:14:20	00:14:20	00:16:01	00:16:01			00:16:03	00:16:03	00:16:14	00:16:14	00:24:43	00:24:43	00:24:46	00:24:46	00:24:47	00:24:47			00:24:56	00:24:56		00:00:01	00:01:40		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:09	00:10:36
316	00:24:56	00:24:56	00:24:57	00:24:57	00:26:34	00:26:34			00:26:37	00:26:37	00:26:50	00:26:50	00:35:21	00:35:21	00:35:23	00:35:23	00:35:24	00:35:24			00:35:35	00:35:35		00:00:01	00:01:37		00:00:02	00:00:12	00:08:30	00:00:02	00:00:00		00:00:10	00:10:38
317	00:35:35	00:35:35	00:35:36	00:35:36	00:37:18	00:37:18			00:37:20	00:37:20	00:37:31	00:37:31	00:45:54	00:45:54	00:45:57	00:45:57	00:45:58	00:45:58			00:46:08	00:46:08		00:00:01	00:01:41		00:00:02	00:00:10	00:08:23	00:00:02	00:00:00		00:00:10	00:10:32
318	00:46:09	00:46:09	00:46:10	00:46:10	00:47:52	00:47:52			00:47:54	00:47:54	00:48:04	00:48:04	00:56:31	00:56:31	00:56:34	00:56:34	00:56:35	00:56:35			00:56:44	00:56:44		00:00:01	00:01:41		00:00:02	00:00:10	00:08:26	00:00:03	00:00:00		00:00:09	00:10:35
319	00:56:45	00:56:45	00:56:46	00:56:46	00:58:30	00:58:30			00:58:33	00:58:33	00:58:43	00:58:43	01:07:27	01:07:27	01:07:30	01:07:30	01:07:30	01:07:30			01:07:40	01:07:40		00:00:01	00:01:44		00:00:02	00:00:10	00:08:44	00:00:02	00:00:00		00:00:09	00:10:55
320	01:07:41	01:07:41	01:07:42	01:07:42	01:09:24	01:09:24			01:09:26	01:09:26	01:09:33	01:09:33	01:18:11	01:18:11	01:18:14	01:18:14	01:18:14	01:18:14	01:18:15	01:18:15	01:19:56	01:19:56		00:00:01	00:01:42		00:00:01	00:00:07	00:08:37	00:00:02	00:00:00	00:00:00	00:01:41	00:12:15
